row_id,category,word_one,word_two,word_three,word_four
486,capital-common-countries,Tokyo,Japan,Bangkok,Thailand
487,capital-common-countries,Tokyo,Japan,Beijing,China
488,capital-common-countries,Tokyo,Japan,Berlin,Germany
489,capital-common-countries,Tokyo,Japan,Bern,Switzerland
490,capital-common-countries,Tokyo,Japan,Cairo,Egypt
491,capital-common-countries,Tokyo,Japan,Canberra,Australia
492,capital-common-countries,Tokyo,Japan,Hanoi,Vietnam
493,capital-common-countries,Tokyo,Japan,Havana,Cuba
494,capital-common-countries,Tokyo,Japan,Helsinki,Finland
495,capital-common-countries,Tokyo,Japan,Islamabad,Pakistan
496,capital-common-countries,Tokyo,Japan,Kabul,Afghanistan
497,capital-common-countries,Tokyo,Japan,London,England
498,capital-common-countries,Tokyo,Japan,Madrid,Spain
499,capital-common-countries,Tokyo,Japan,Moscow,Russia
500,capital-common-countries,Tokyo,Japan,Oslo,Norway
501,capital-common-countries,Tokyo,Japan,Ottawa,Canada
502,capital-common-countries,Tokyo,Japan,Paris,France
503,capital-common-countries,Tokyo,Japan,Rome,Italy
504,capital-common-countries,Tokyo,Japan,Stockholm,Sweden
505,capital-common-countries,Tokyo,Japan,Tehran,Iran
8363,family,boy,girl,brother,sister
8364,family,boy,girl,brothers,sisters
8365,family,boy,girl,dad,mom
8366,family,boy,girl,father,mother
8367,family,boy,girl,grandfather,grandmother
8368,family,boy,girl,grandpa,grandma
8369,family,boy,girl,grandson,granddaughter
8370,family,boy,girl,groom,bride
8371,family,boy,girl,he,she
8372,family,boy,girl,his,her
8373,family,boy,girl,husband,wife
8374,family,boy,girl,king,queen
8375,family,boy,girl,man,woman
8376,family,boy,girl,nephew,niece
8377,family,boy,girl,policeman,policewoman
8378,family,boy,girl,prince,princess
8379,family,boy,girl,son,daughter
8380,family,boy,girl,sons,daughters
8381,family,boy,girl,stepbrother,stepsister
8382,family,boy,girl,stepfather,stepmother
8383,family,boy,girl,stepson,stepdaughter
8384,family,boy,girl,uncle,aunt
8385,family,brother,sister,brothers,sisters
8386,family,brother,sister,dad,mom
8387,family,brother,sister,father,mother
8388,family,brother,sister,grandfather,grandmother
8389,family,brother,sister,grandpa,grandma
8390,family,brother,sister,grandson,granddaughter
8391,family,brother,sister,groom,bride
8392,family,brother,sister,he,she
8393,family,brother,sister,his,her
8394,family,brother,sister,husband,wife
8395,family,brother,sister,king,queen
8396,family,brother,sister,man,woman
8397,family,brother,sister,nephew,niece
8398,family,brother,sister,policeman,policewoman
8399,family,brother,sister,prince,princess
8400,family,brother,sister,son,daughter
8401,family,brother,sister,sons,daughters
8402,family,brother,sister,stepbrother,stepsister
8403,family,brother,sister,stepfather,stepmother
8404,family,brother,sister,stepson,stepdaughter
8405,family,brother,sister,uncle,aunt
8406,family,brother,sister,boy,girl
8407,family,brothers,sisters,dad,mom
8408,family,brothers,sisters,father,mother
8409,family,brothers,sisters,grandfather,grandmother
8410,family,brothers,sisters,grandpa,grandma
8411,family,brothers,sisters,grandson,granddaughter
8412,family,brothers,sisters,groom,bride
8413,family,brothers,sisters,he,she
8414,family,brothers,sisters,his,her
8415,family,brothers,sisters,husband,wife
8416,family,brothers,sisters,king,queen
8417,family,brothers,sisters,man,woman
8418,family,brothers,sisters,nephew,niece
8419,family,brothers,sisters,policeman,policewoman
8420,family,brothers,sisters,prince,princess
8421,family,brothers,sisters,son,daughter
8422,family,brothers,sisters,sons,daughters
8423,family,brothers,sisters,stepbrother,stepsister
8424,family,brothers,sisters,stepfather,stepmother
8425,family,brothers,sisters,stepson,stepdaughter
8426,family,brothers,sisters,uncle,aunt
8427,family,brothers,sisters,boy,girl
8428,family,brothers,sisters,brother,sister
8429,family,dad,mom,father,mother
8430,family,dad,mom,grandfather,grandmother
8431,family,dad,mom,grandpa,grandma
8432,family,dad,mom,grandson,granddaughter
8433,family,dad,mom,groom,bride
8434,family,dad,mom,he,she
8435,family,dad,mom,his,her
8436,family,dad,mom,husband,wife
8437,family,dad,mom,king,queen
8438,family,dad,mom,man,woman
8439,family,dad,mom,nephew,niece
8440,family,dad,mom,policeman,policewoman
8441,family,dad,mom,prince,princess
8442,family,dad,mom,son,daughter
8443,family,dad,mom,sons,daughters
8444,family,dad,mom,stepbrother,stepsister
8445,family,dad,mom,stepfather,stepmother
8446,family,dad,mom,stepson,stepdaughter
8447,family,dad,mom,uncle,aunt
8448,family,dad,mom,boy,girl
8449,family,dad,mom,brother,sister
8450,family,dad,mom,brothers,sisters
8451,family,father,mother,grandfather,grandmother
8452,family,father,mother,grandpa,grandma
8453,family,father,mother,grandson,granddaughter
8454,family,father,mother,groom,bride
8455,family,father,mother,he,she
8456,family,father,mother,his,her
8457,family,father,mother,husband,wife
8458,family,father,mother,king,queen
8459,family,father,mother,man,woman
8460,family,father,mother,nephew,niece
8461,family,father,mother,policeman,policewoman
8462,family,father,mother,prince,princess
8463,family,father,mother,son,daughter
8464,family,father,mother,sons,daughters
8465,family,father,mother,stepbrother,stepsister
8466,family,father,mother,stepfather,stepmother
8467,family,father,mother,stepson,stepdaughter
8468,family,father,mother,uncle,aunt
8469,family,father,mother,boy,girl
8470,family,father,mother,brother,sister
8471,family,father,mother,brothers,sisters
8472,family,father,mother,dad,mom
8473,family,grandfather,grandmother,grandpa,grandma
8474,family,grandfather,grandmother,grandson,granddaughter
8475,family,grandfather,grandmother,groom,bride
8476,family,grandfather,grandmother,he,she
8477,family,grandfather,grandmother,his,her
8478,family,grandfather,grandmother,husband,wife
8479,family,grandfather,grandmother,king,queen
8480,family,grandfather,grandmother,man,woman
8481,family,grandfather,grandmother,nephew,niece
8482,family,grandfather,grandmother,policeman,policewoman
8483,family,grandfather,grandmother,prince,princess
8484,family,grandfather,grandmother,son,daughter
8485,family,grandfather,grandmother,sons,daughters
8486,family,grandfather,grandmother,stepbrother,stepsister
8487,family,grandfather,grandmother,stepfather,stepmother
8488,family,grandfather,grandmother,stepson,stepdaughter
8489,family,grandfather,grandmother,uncle,aunt
8490,family,grandfather,grandmother,boy,girl
8491,family,grandfather,grandmother,brother,sister
8492,family,grandfather,grandmother,brothers,sisters
8493,family,grandfather,grandmother,dad,mom
8494,family,grandfather,grandmother,father,mother
8495,family,grandpa,grandma,grandson,granddaughter
8496,family,grandpa,grandma,groom,bride
8497,family,grandpa,grandma,he,she
8498,family,grandpa,grandma,his,her
8499,family,grandpa,grandma,husband,wife
8500,family,grandpa,grandma,king,queen
8501,family,grandpa,grandma,man,woman
8502,family,grandpa,grandma,nephew,niece
8503,family,grandpa,grandma,policeman,policewoman
8504,family,grandpa,grandma,prince,princess
8505,family,grandpa,grandma,son,daughter
8506,family,grandpa,grandma,sons,daughters
8507,family,grandpa,grandma,stepbrother,stepsister
8508,family,grandpa,grandma,stepfather,stepmother
8509,family,grandpa,grandma,stepson,stepdaughter
8510,family,grandpa,grandma,uncle,aunt
8511,family,grandpa,grandma,boy,girl
8512,family,grandpa,grandma,brother,sister
8513,family,grandpa,grandma,brothers,sisters
8514,family,grandpa,grandma,dad,mom
8515,family,grandpa,grandma,father,mother
8516,family,grandpa,grandma,grandfather,grandmother
8517,family,grandson,granddaughter,groom,bride
8518,family,grandson,granddaughter,he,she
8519,family,grandson,granddaughter,his,her
8520,family,grandson,granddaughter,husband,wife
8521,family,grandson,granddaughter,king,queen
8522,family,grandson,granddaughter,man,woman
8523,family,grandson,granddaughter,nephew,niece
8524,family,grandson,granddaughter,policeman,policewoman
8525,family,grandson,granddaughter,prince,princess
8526,family,grandson,granddaughter,son,daughter
8527,family,grandson,granddaughter,sons,daughters
8528,family,grandson,granddaughter,stepbrother,stepsister
8529,family,grandson,granddaughter,stepfather,stepmother
8530,family,grandson,granddaughter,stepson,stepdaughter
8531,family,grandson,granddaughter,uncle,aunt
8532,family,grandson,granddaughter,boy,girl
8533,family,grandson,granddaughter,brother,sister
8534,family,grandson,granddaughter,brothers,sisters
8535,family,grandson,granddaughter,dad,mom
8536,family,grandson,granddaughter,father,mother
8537,family,grandson,granddaughter,grandfather,grandmother
8538,family,grandson,granddaughter,grandpa,grandma
8539,family,groom,bride,he,she
8540,family,groom,bride,his,her
8541,family,groom,bride,husband,wife
8542,family,groom,bride,king,queen
8543,family,groom,bride,man,woman
8544,family,groom,bride,nephew,niece
8545,family,groom,bride,policeman,policewoman
8546,family,groom,bride,prince,princess
8547,family,groom,bride,son,daughter
8548,family,groom,bride,sons,daughters
8549,family,groom,bride,stepbrother,stepsister
8550,family,groom,bride,stepfather,stepmother
8551,family,groom,bride,stepson,stepdaughter
8552,family,groom,bride,uncle,aunt
8553,family,groom,bride,boy,girl
8554,family,groom,bride,brother,sister
8555,family,groom,bride,brothers,sisters
8556,family,groom,bride,dad,mom
8557,family,groom,bride,father,mother
8558,family,groom,bride,grandfather,grandmother
8559,family,groom,bride,grandpa,grandma
8560,family,groom,bride,grandson,granddaughter
8561,family,he,she,his,her
8562,family,he,she,husband,wife
8563,family,he,she,king,queen
8564,family,he,she,man,woman
8565,family,he,she,nephew,niece
8566,family,he,she,policeman,policewoman
8567,family,he,she,prince,princess
8568,family,he,she,son,daughter
8569,family,he,she,sons,daughters
8570,family,he,she,stepbrother,stepsister
8571,family,he,she,stepfather,stepmother
8572,family,he,she,stepson,stepdaughter
8573,family,he,she,uncle,aunt
8574,family,he,she,boy,girl
8575,family,he,she,brother,sister
8576,family,he,she,brothers,sisters
8577,family,he,she,dad,mom
8578,family,he,she,father,mother
8579,family,he,she,grandfather,grandmother
8580,family,he,she,grandpa,grandma
8581,family,he,she,grandson,granddaughter
8582,family,he,she,groom,bride
8583,family,his,her,husband,wife
8584,family,his,her,king,queen
8585,family,his,her,man,woman
8586,family,his,her,nephew,niece
8587,family,his,her,policeman,policewoman
8588,family,his,her,prince,princess
8589,family,his,her,son,daughter
8590,family,his,her,sons,daughters
8591,family,his,her,stepbrother,stepsister
8592,family,his,her,stepfather,stepmother
8593,family,his,her,stepson,stepdaughter
8594,family,his,her,uncle,aunt
8595,family,his,her,boy,girl
8596,family,his,her,brother,sister
8597,family,his,her,brothers,sisters
8598,family,his,her,dad,mom
8599,family,his,her,father,mother
8600,family,his,her,grandfather,grandmother
8601,family,his,her,grandpa,grandma
8602,family,his,her,grandson,granddaughter
8603,family,his,her,groom,bride
8604,family,his,her,he,she
8605,family,husband,wife,king,queen
8606,family,husband,wife,man,woman
8607,family,husband,wife,nephew,niece
8608,family,husband,wife,policeman,policewoman
8609,family,husband,wife,prince,princess
8610,family,husband,wife,son,daughter
8611,family,husband,wife,sons,daughters
8612,family,husband,wife,stepbrother,stepsister
8613,family,husband,wife,stepfather,stepmother
8614,family,husband,wife,stepson,stepdaughter
8615,family,husband,wife,uncle,aunt
8616,family,husband,wife,boy,girl
8617,family,husband,wife,brother,sister
8618,family,husband,wife,brothers,sisters
8619,family,husband,wife,dad,mom
8620,family,husband,wife,father,mother
8621,family,husband,wife,grandfather,grandmother
8622,family,husband,wife,grandpa,grandma
8623,family,husband,wife,grandson,granddaughter
8624,family,husband,wife,groom,bride
8625,family,husband,wife,he,she
8626,family,husband,wife,his,her
8627,family,king,queen,man,woman
8628,family,king,queen,nephew,niece
8629,family,king,queen,policeman,policewoman
8630,family,king,queen,prince,princess
8631,family,king,queen,son,daughter
8632,family,king,queen,sons,daughters
8633,family,king,queen,stepbrother,stepsister
8634,family,king,queen,stepfather,stepmother
8635,family,king,queen,stepson,stepdaughter
8636,family,king,queen,uncle,aunt
8637,family,king,queen,boy,girl
8638,family,king,queen,brother,sister
8639,family,king,queen,brothers,sisters
8640,family,king,queen,dad,mom
8641,family,king,queen,father,mother
8642,family,king,queen,grandfather,grandmother
8643,family,king,queen,grandpa,grandma
8644,family,king,queen,grandson,granddaughter
8645,family,king,queen,groom,bride
8646,family,king,queen,he,she
8647,family,king,queen,his,her
8648,family,king,queen,husband,wife
8649,family,man,woman,nephew,niece
8650,family,man,woman,policeman,policewoman
8651,family,man,woman,prince,princess
8652,family,man,woman,son,daughter
8653,family,man,woman,sons,daughters
8654,family,man,woman,stepbrother,stepsister
8655,family,man,woman,stepfather,stepmother
8656,family,man,woman,stepson,stepdaughter
8657,family,man,woman,uncle,aunt
8658,family,man,woman,boy,girl
8659,family,man,woman,brother,sister
8660,family,man,woman,brothers,sisters
8661,family,man,woman,dad,mom
8662,family,man,woman,father,mother
8663,family,man,woman,grandfather,grandmother
8664,family,man,woman,grandpa,grandma
8665,family,man,woman,grandson,granddaughter
8666,family,man,woman,groom,bride
8667,family,man,woman,he,she
8668,family,man,woman,his,her
8669,family,man,woman,husband,wife
8670,family,man,woman,king,queen
8671,family,nephew,niece,policeman,policewoman
8672,family,nephew,niece,prince,princess
8673,family,nephew,niece,son,daughter
8674,family,nephew,niece,sons,daughters
8675,family,nephew,niece,stepbrother,stepsister
8676,family,nephew,niece,stepfather,stepmother
8677,family,nephew,niece,stepson,stepdaughter
8678,family,nephew,niece,uncle,aunt
8679,family,nephew,niece,boy,girl
8680,family,nephew,niece,brother,sister
8681,family,nephew,niece,brothers,sisters
8682,family,nephew,niece,dad,mom
8683,family,nephew,niece,father,mother
8684,family,nephew,niece,grandfather,grandmother
8685,family,nephew,niece,grandpa,grandma
8686,family,nephew,niece,grandson,granddaughter
8687,family,nephew,niece,groom,bride
8688,family,nephew,niece,he,she
8689,family,nephew,niece,his,her
8690,family,nephew,niece,husband,wife
8691,family,nephew,niece,king,queen
8692,family,nephew,niece,man,woman
8693,family,policeman,policewoman,prince,princess
8694,family,policeman,policewoman,son,daughter
8695,family,policeman,policewoman,sons,daughters
8696,family,policeman,policewoman,stepbrother,stepsister
8697,family,policeman,policewoman,stepfather,stepmother
8698,family,policeman,policewoman,stepson,stepdaughter
8699,family,policeman,policewoman,uncle,aunt
8700,family,policeman,policewoman,boy,girl
8701,family,policeman,policewoman,brother,sister
8702,family,policeman,policewoman,brothers,sisters
8703,family,policeman,policewoman,dad,mom
8704,family,policeman,policewoman,father,mother
8705,family,policeman,policewoman,grandfather,grandmother
8706,family,policeman,policewoman,grandpa,grandma
8707,family,policeman,policewoman,grandson,granddaughter
8708,family,policeman,policewoman,groom,bride
8709,family,policeman,policewoman,he,she
8710,family,policeman,policewoman,his,her
8711,family,policeman,policewoman,husband,wife
8712,family,policeman,policewoman,king,queen
8713,family,policeman,policewoman,man,woman
8714,family,policeman,policewoman,nephew,niece
8715,family,prince,princess,son,daughter
8716,family,prince,princess,sons,daughters
8717,family,prince,princess,stepbrother,stepsister
8718,family,prince,princess,stepfather,stepmother
8719,family,prince,princess,stepson,stepdaughter
8720,family,prince,princess,uncle,aunt
8721,family,prince,princess,boy,girl
8722,family,prince,princess,brother,sister
8723,family,prince,princess,brothers,sisters
8724,family,prince,princess,dad,mom
8725,family,prince,princess,father,mother
8726,family,prince,princess,grandfather,grandmother
8727,family,prince,princess,grandpa,grandma
8728,family,prince,princess,grandson,granddaughter
8729,family,prince,princess,groom,bride
8730,family,prince,princess,he,she
8731,family,prince,princess,his,her
8732,family,prince,princess,husband,wife
8733,family,prince,princess,king,queen
8734,family,prince,princess,man,woman
8735,family,prince,princess,nephew,niece
8736,family,prince,princess,policeman,policewoman
8737,family,son,daughter,sons,daughters
8738,family,son,daughter,stepbrother,stepsister
8739,family,son,daughter,stepfather,stepmother
8740,family,son,daughter,stepson,stepdaughter
8741,family,son,daughter,uncle,aunt
8742,family,son,daughter,boy,girl
8743,family,son,daughter,brother,sister
8744,family,son,daughter,brothers,sisters
8745,family,son,daughter,dad,mom
8746,family,son,daughter,father,mother
8747,family,son,daughter,grandfather,grandmother
8748,family,son,daughter,grandpa,grandma
8749,family,son,daughter,grandson,granddaughter
8750,family,son,daughter,groom,bride
8751,family,son,daughter,he,she
8752,family,son,daughter,his,her
8753,family,son,daughter,husband,wife
8754,family,son,daughter,king,queen
8755,family,son,daughter,man,woman
8756,family,son,daughter,nephew,niece
8757,family,son,daughter,policeman,policewoman
8758,family,son,daughter,prince,princess
8759,family,sons,daughters,stepbrother,stepsister
8760,family,sons,daughters,stepfather,stepmother
8761,family,sons,daughters,stepson,stepdaughter
8762,family,sons,daughters,uncle,aunt
8763,family,sons,daughters,boy,girl
8764,family,sons,daughters,brother,sister
8765,family,sons,daughters,brothers,sisters
8766,family,sons,daughters,dad,mom
8767,family,sons,daughters,father,mother
8768,family,sons,daughters,grandfather,grandmother
8769,family,sons,daughters,grandpa,grandma
8770,family,sons,daughters,grandson,granddaughter
8771,family,sons,daughters,groom,bride
8772,family,sons,daughters,he,she
8773,family,sons,daughters,his,her
8774,family,sons,daughters,husband,wife
8775,family,sons,daughters,king,queen
8776,family,sons,daughters,man,woman
8777,family,sons,daughters,nephew,niece
8778,family,sons,daughters,policeman,policewoman
8779,family,sons,daughters,prince,princess
8780,family,sons,daughters,son,daughter
8781,family,stepbrother,stepsister,stepfather,stepmother
8782,family,stepbrother,stepsister,stepson,stepdaughter
8783,family,stepbrother,stepsister,uncle,aunt
8784,family,stepbrother,stepsister,boy,girl
8785,family,stepbrother,stepsister,brother,sister
8786,family,stepbrother,stepsister,brothers,sisters
8787,family,stepbrother,stepsister,dad,mom
8788,family,stepbrother,stepsister,father,mother
8789,family,stepbrother,stepsister,grandfather,grandmother
8790,family,stepbrother,stepsister,grandpa,grandma
8791,family,stepbrother,stepsister,grandson,granddaughter
8792,family,stepbrother,stepsister,groom,bride
8793,family,stepbrother,stepsister,he,she
8794,family,stepbrother,stepsister,his,her
8795,family,stepbrother,stepsister,husband,wife
8796,family,stepbrother,stepsister,king,queen
8797,family,stepbrother,stepsister,man,woman
8798,family,stepbrother,stepsister,nephew,niece
8799,family,stepbrother,stepsister,policeman,policewoman
8800,family,stepbrother,stepsister,prince,princess
8801,family,stepbrother,stepsister,son,daughter
8802,family,stepbrother,stepsister,sons,daughters
8803,family,stepfather,stepmother,stepson,stepdaughter
8804,family,stepfather,stepmother,uncle,aunt
8805,family,stepfather,stepmother,boy,girl
8806,family,stepfather,stepmother,brother,sister
8807,family,stepfather,stepmother,brothers,sisters
8808,family,stepfather,stepmother,dad,mom
8809,family,stepfather,stepmother,father,mother
8810,family,stepfather,stepmother,grandfather,grandmother
8811,family,stepfather,stepmother,grandpa,grandma
8812,family,stepfather,stepmother,grandson,granddaughter
8813,family,stepfather,stepmother,groom,bride
8814,family,stepfather,stepmother,he,she
8815,family,stepfather,stepmother,his,her
8816,family,stepfather,stepmother,husband,wife
8817,family,stepfather,stepmother,king,queen
8818,family,stepfather,stepmother,man,woman
8819,family,stepfather,stepmother,nephew,niece
8820,family,stepfather,stepmother,policeman,policewoman
8821,family,stepfather,stepmother,prince,princess
8822,family,stepfather,stepmother,son,daughter
8823,family,stepfather,stepmother,sons,daughters
8824,family,stepfather,stepmother,stepbrother,stepsister
8825,family,stepson,stepdaughter,uncle,aunt
8826,family,stepson,stepdaughter,boy,girl
8827,family,stepson,stepdaughter,brother,sister
8828,family,stepson,stepdaughter,brothers,sisters
8829,family,stepson,stepdaughter,dad,mom
8830,family,stepson,stepdaughter,father,mother
8831,family,stepson,stepdaughter,grandfather,grandmother
8832,family,stepson,stepdaughter,grandpa,grandma
8833,family,stepson,stepdaughter,grandson,granddaughter
8834,family,stepson,stepdaughter,groom,bride
8835,family,stepson,stepdaughter,he,she
8836,family,stepson,stepdaughter,his,her
8837,family,stepson,stepdaughter,husband,wife
8838,family,stepson,stepdaughter,king,queen
8839,family,stepson,stepdaughter,man,woman
8840,family,stepson,stepdaughter,nephew,niece
8841,family,stepson,stepdaughter,policeman,policewoman
8842,family,stepson,stepdaughter,prince,princess
8843,family,stepson,stepdaughter,son,daughter
8844,family,stepson,stepdaughter,sons,daughters
8845,family,stepson,stepdaughter,stepbrother,stepsister
8846,family,stepson,stepdaughter,stepfather,stepmother
8847,family,uncle,aunt,boy,girl
8848,family,uncle,aunt,brother,sister
8849,family,uncle,aunt,brothers,sisters
8850,family,uncle,aunt,dad,mom
8851,family,uncle,aunt,father,mother
8852,family,uncle,aunt,grandfather,grandmother
8853,family,uncle,aunt,grandpa,grandma
8854,family,uncle,aunt,grandson,granddaughter
8855,family,uncle,aunt,groom,bride
8856,family,uncle,aunt,he,she
8857,family,uncle,aunt,his,her
8858,family,uncle,aunt,husband,wife
8859,family,uncle,aunt,king,queen
8860,family,uncle,aunt,man,woman
8861,family,uncle,aunt,nephew,niece
8862,family,uncle,aunt,policeman,policewoman
8863,family,uncle,aunt,prince,princess
8864,family,uncle,aunt,son,daughter
8865,family,uncle,aunt,sons,daughters
8866,family,uncle,aunt,stepbrother,stepsister
8867,family,uncle,aunt,stepfather,stepmother
8868,family,uncle,aunt,stepson,stepdaughter
